2018-08-06 21:00|KRW|FX Reserves - USD|   |||400.3|B||||||1|1533589200000|215||2.51|335.63||3633|
2018-08-06 22:30|AUD|AiG Performance of Construction Index|   |||50.6|P|||||0|1|1533594600000|412||2.55|43.89||426|
2018-08-06 22:30|USD|6-Month Bill Auction|   |||2.16|%||||||1|1533594600000|741||0.02|0.36||4358|
2018-08-06 23:01|AUD|AiG Performance of Construction Index|   |||50.6|P|||||0|1|1533596460000|412||2.55|43.89||426|
2018-08-06 23:01|GBP|BRC Like-For-Like Retail Sales|YoY|||1.1|%||||||1|1533596460000|384|0.94|1.73|0.49|0.89|2674|
2018-08-06 23:30|AUD|AiG Performance of Construction Index|   |||50.6|P|||||0|1|1533598200000|412||2.55|43.89||426|
2018-08-06 23:30|GBP|BRC Like-For-Like Retail Sales|YoY|||1.1|%||||||1|1533598200000|384|0.94|1.73|0.49|0.89|2674|
2018-08-06 23:30|JPY|Household Spending|MoM||1.7|-0.2|%||||100||1|1533598200000|84|1.00|2.28|-0.12|2.05|3447|
2018-08-06 23:30|JPY|Overall Household Spending|YoY|||-3.9|%||||||1|1533598200000|365|1.20|2.03|-0.87|1.30|3517|
2018-08-06 23:50|JPY|Foreign Reserves (USD)|   ||||B||||||1|1533599400000|167||4.60|1256.96||3421|
2018-08-06 23:50|JPY|Gross Domestic Product|QoQ|||-0.2|%||||||1|1533599400000|96|0.44|0.56|0.08|0.30|3438|
2018-08-06 23:50|JPY|Gross Domestic Product Annualized|   |||-0.6|%||||||1|1533599400000|136|1.20|1.93|0.47|1.02|3440|
2018-08-06 23:50|JPY|Gross Domestic Product Deflator|YoY|||0.5|%||||||1|1533599400000|224|0.21|0.40|-0.33|0.47|3441|
2018-08-06 23:50|JPY|Overall Household Spending|YoY||-1.6|-3.9|%||||230||1|1533599400000|365|1.20|2.03|-0.87|1.30|3517|
2018-08-07 00:00|JPY|Average Cash Earnings|YoY|||2.1|%||||||1|1533600000000|366|0.49|0.77|0.01|0.50|3297|
2018-08-07 00:00|NZD|GDT Price Index|day|||-1.7|%||||||1|1533600000000|39||3.30|||3893|
2018-08-07 00:00|NZD|GDT Price Index|   |||-1.7|%||||||1|1533600000000|262||3.33|-0.52||3894|
2018-08-07 00:00|USD|IBD/TIPP Economic Optimism|day|||56.4|P||||||1|1533600000000|12||||0.52|4747|
2018-08-07 00:00|USD|IBD/TIPP Economic Optimism|MoM|||56.4|P||||||1|1533600000000|106|1.91|1.91|47.23|1.00|4748|
2018-08-07 02:00|CNY|Foreign Exchange Reserves|MoM|||3.112|T||||||1|1533607200000|46|0.08|0.01|3.07|0.02|1232|
2018-08-07 02:00|NZD|RBNZ Inflation Expectations|QoQ|||2.0|%||||||1|1533607200000|4|||2.00||3982|
2018-08-07 03:00|NZD|Infl|QoQ||||%||||||1|1533610800000|40||0.14|2.26||3906|
2018-08-07 04:30|AUD|RBA Interest Rate Decision|   ||1.5|1.5|%||||0|0|1|1533616200000|338|0.25|0.25|2.83|0.25|643|
2018-08-07 04:30|AUD|RBA Rate Statement|   ||||R|||||0|1|1533616200000|272|||||649|
2018-08-07 04:30|EUR|Consumer Price Index n.s.a|YoY|||1.7|%|||||4|1|1533616200000|91||0.22|1.43|0.40|1594|
2018-08-07 05:00|JPY|Coincident Index|   |||116.8|||||||1|1533618000000|244|0.50|2.01|103.29|2.27|3369|
2018-08-07 05:00|JPY|Leading Economic Index|   |||106.9|||||||1|1533618000000|545|0.53|1.85|97.24|1.87|3474|
2018-08-07 05:45|CHF|Unemployment Rate s.a.|   ||||%|||||9|-1|1533620700000|389|0.11|0.11|3.20|0.14|1155|
2018-08-07 06:00|DKK|Industrial Production|MoM|||-1.5|%||||||1|1533621600000|90||3.45|-0.17||1419|
2018-08-07 06:00|EUR|Current Account n.s.a. Germany|   |||12.6|B|||||5|1|1533621600000|105|4.37|5.72|16.33|4.82|1649|
2018-08-07 06:00|EUR|Exports Germany|MoM|||1.8|%|||||-2|1|1533621600000|200|1.29|3.21|0.29|2.32|1780|
2018-08-07 06:00|EUR|Imports Germany|MoM|||0.7|%|||||-1|1|1533621600000|201|1.49|3.06|0.06|2.12|2130|
2018-08-07 06:00|EUR|Industrial Production n.s.a. w.d.a. Germany|YoY|||3.1|%|||||-1|1|1533621600000|145|1.37|1.65|1.20|1.44|2165|
2018-08-07 06:00|EUR|Industrial Production s.a. Germany|MoM|||2.6|%|||||1|1|1533621600000|379|1.13|2.27|-0.10|1.56|2168|
2018-08-07 06:00|EUR|Trade Balance s.a. Germany|   |||20.3|B|||||-2|1|1533621600000|372|1.64|1.84|16.62|0.69|2541|
2018-08-07 06:00|NOK|Manufacturing Output|   |||-0.7|%||||||1|1533621600000|90|0.80|1.58|-0.16|1.42|3789|
2018-08-07 06:00|ZAR|Gross $Gold & Forex Reserve|   |||50.582|B||||||1|1533621600000|89|0.93|0.70|49.02|0.18|5100|
2018-08-07 06:00|ZAR|Net $Gold & Forex Reserve|   |||42.447|B||||||1|1533621600000|162|0.23|0.30|43.15|0.19|5121|
